"report date,""location"",""location type"",""data field"",""data field code"",""time period"",""time period type"",""value"",""unit"""
2016-02-13,Rondonia,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-13,Roraima,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-13,Santa Catarina,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-13,Sergipe,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-13,Sao Paulo,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-13,Tocantins,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-13,Acre,state,microcephaly not,BR0003,,,0,cases
2016-02-13,Alagoas,state,microcephaly not,BR0003,,,89,cases
2016-02-13,Amapa,state,microcephaly not,BR0003,,,NA,cases
2016-02-13,Amazonas,state,microcephaly not,BR0003,,,NA,cases
2016-02-13,Bahia,state,microcephaly not,BR0003,,,54,cases
2016-02-13,Ceara,state,microcephaly not,BR0003,,,20,cases
2016-02-13,Distrito Federal,state,microcephaly not,BR0003,,,17,cases
2016-02-13,Espirito Santo,state,microcephaly not,BR0003,,,3,cases
2016-02-13,Goias,state,microcephaly not,BR0003,,,2,cases
2016-02-13,Maranhao,state,microcephaly not,BR0003,,,16,cases
2016-02-13,Mato Grosso,state,microcephaly not,BR0003,,,46,cases
2016-02-13,Mato Grosso do Sul,state,microcephaly not,BR0003,,,5,cases
2016-02-13,Minas Gerais,state,microcephaly not,BR0003,,,39,cases
2016-02-13,Para,state,microcephaly not,BR0003,,,0,cases
2016-02-13,Paraiba,state,microcephaly not,BR0003,,,287,cases
2016-02-13,Parana,state,microcephaly not,BR0003,,,9,cases
2016-02-13,Pernambuco,state,microcephaly not,BR0003,,,159,cases
2016-02-13,Piaui,state,microcephaly not,BR0003,,,12,cases
2016-02-13,Rio Grande do Norte,state,microcephaly not,BR0003,,,20,cases
2016-02-13,Rio Grande do Sul,state,microcephaly not,BR0003,,,0,cases
2016-02-13,Rio de Janeiro,state,microcephaly not,BR0003,,,4,cases
2016-02-13,Rondonia,state,microcephaly not,BR0003,,,0,cases
2016-02-13,Roraima,state,microcephaly not,BR0003,,,0,cases
2016-02-13,Santa Catarina,state,microcephaly not,BR0003,,,1,cases
2016-02-13,Sergipe,state,microcephaly not,BR0003,,,8,cases
2016-02-13,Sao Paulo,state,microcephaly not,BR0003,,,29,cases
2016-02-13,Tocantins,state,microcephaly not,BR0003,,,17,cases
2016-02-13,Alagoas,state,municipality microcephaly,BR0004,,,14,municipalities
2016-02-13,Bahia,state,municipality microcephaly,BR0004,,,26,municipalities
2016-02-13,Ceara,state,municipality microcephaly,BR0004,,,15,municipalities
2016-02-13,Espirito Santo,state,municipality microcephaly,BR0004,,,3,municipalities
2016-02-13,Goias,state,municipality microcephaly,BR0004,,,5,municipalities
2016-02-13,Mato Grosso do Sul,state,municipality microcephaly,BR0004,,,1,municipalities
2016-02-13,Para,state,municipality microcephaly,BR0004,,,1,municipalities
2016-02-13,Paraiba,state,municipality microcephaly,BR0004,,,27,municipalities
2016-02-13,Pernambuco,state,municipality microcephaly,BR0004,,,65,municipalities
2016-02-13,Piaui,state,municipality microcephaly,BR0004,,,9,municipalities
2016-02-13,Rio Grande do Norte,state,municipality microcephaly,BR0004,,,34,municipalities
2016-02-13,Rio Grande do Sul,state,municipality microcephaly,BR0004,,,1,municipalities
2016-02-13,Rio de Janeiro,state,municipality microcephaly,BR0004,,,2,municipalities
2016-02-13,Acre,state,microcephaly fatal under investigation,BR0005,,,1,cases
2016-02-13,Alagoas,state,microcephaly fatal under investigation,BR0005,,,2,cases
2016-02-13,Bahia,state,microcephaly fatal under investigation,BR0005,,,18,cases
2016-02-13,Ceara,state,microcephaly fatal under investigation,BR0005,,,3,cases
2016-02-13,Goias,state,microcephaly fatal under investigation,BR0005,,,1,cases
2016-02-13,Maranhao,state,microcephaly fatal under investigation,BR0005,,,1,cases
2016-02-13,Mato Grosso,state,microcephaly fatal under investigation,BR0005,,,3,cases
2016-02-13,Minas Gerais,state,microcephaly fatal under investigation,BR0005,,,0,cases
2016-02-13,Paraiba,state,microcephaly fatal under investigation,BR0005,,,10,cases
2016-02-13,Parana,state,microcephaly fatal under investigation,BR0005,,,0,cases
2016-02-13,Pernambuco,state,microcephaly fatal under investigation,BR0005,,,16,cases
2016-02-13,Piaui,state,microcephaly fatal under investigation,BR0005,,,0,cases
2016-02-13,Rio Grande do Norte,state,microcephaly fatal under investigation,BR0005,,,6,cases
2016-02-13,Sergipe,state,microcephaly fatal under investigation,BR0005,,,7,cases
2016-02-13,Sao Paulo,state,microcephaly fatal under investigation,BR0005,,,2,cases
2016-02-13,Acre,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-13,Alagoas,state,microcephaly fatal confirmed,BR0006,,,2,cases
2016-02-13,Bahia,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-13,Ceara,state,microcephaly fatal confirmed,BR0006,,,9,cases
2016-02-13,Goias,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-13,Maranhao,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-13,Mato Grosso,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-13,Minas Gerais,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-13,Paraiba,state,microcephaly fatal confirmed,BR0006,,,3,cases
2016-02-13,Parana,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-13,Pernambuco,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-13,Piaui,state,microcephaly fatal confirmed,BR0006,,,3,cases
2016-02-13,Rio Grande do Norte,state,microcephaly fatal confirmed,BR0006,,,10,cases
2016-02-13,Sergipe,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-13,Sao Paulo,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-13,Acre,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-13,Alagoas,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-13,Bahia,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-13,Ceara,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-13,Goias,state,microcephaly fatal not,BR0007,,,1,cases
2016-02-13,Maranhao,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-13,Mato Grosso,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-13,Minas Gerais,state,microcephaly fatal not,BR0007,,,2,cases
2016-02-13,Paraiba,state,microcephaly fatal not,BR0007,,,1,cases
2016-02-13,Parana,state,microcephaly fatal not,BR0007,,,2,cases
2016-02-13,Pernambuco,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-13,Piaui,state,microcephaly fatal not,BR0007,,,3,cases
2016-02-13,Rio Grande do Norte,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-13,Sergipe,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-13,Sao Paulo,state,microcephaly fatal not,BR0007,,,2,cases
2016-02-20,Acre,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-20,Alagoas,state,microcephaly confirmed,BR0002,,,25,cases
2016-02-20,Amapa,state,microcephaly confirmed,BR0002,,,NA,cases
2016-02-20,Amazonas,state,microcephaly confirmed,BR0002,,,NA,cases
2016-02-20,Bahia,state,microcephaly confirmed,BR0002,,,120,cases
2016-02-20,Ceara,state,microcephaly confirmed,BR0002,,,33,cases
2016-02-20,Distrito Federal,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-20,Espirito Santo,state,microcephaly confirmed,BR0002,,,3,cases
2016-02-20,Goias,state,microcephaly confirmed,BR0002,,,6,cases
2016-02-20,Maranhao,state,microcephaly confirmed,BR0002,,,14,cases
2016-02-20,Mato Grosso,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-20,Mato Grosso do Sul,state,microcephaly confirmed,BR0002,,,1,cases
2016-02-20,Minas Gerais,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-20,Para,state,microcephaly confirmed,BR0002,,,1,cases
2016-02-20,Paraiba,state,microcephaly confirmed,BR0002,,,59,cases
2016-02-20,Parana,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-20,Pernambuco,state,microcephaly confirmed,BR0002,,,209,cases
2016-02-20,Piaui,state,microcephaly confirmed,BR0002,,,32,cases
2016-02-20,Rio Grande do Norte,state,microcephaly confirmed,BR0002,,,76,cases
2016-02-20,Rio Grande do Sul,state,microcephaly confirmed,BR0002,,,1,cases
2016-02-20,Rio de Janeiro,state,microcephaly confirmed,BR0002,,,2,cases
2016-02-20,Rondonia,state,microcephaly confirmed,BR0002,,,1,cases
2016-02-20,Roraima,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-20,Santa Catarina,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-20,Sergipe,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-20,Sao Paulo,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-20,Tocantins,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-20,Acre,state,microcephaly not,BR0003,,,0,cases
2016-02-20,Alagoas,state,microcephaly not,BR0003,,,85,cases
2016-02-20,Amapa,state,microcephaly not,BR0003,,,NA,cases
2016-02-20,Amazonas,state,microcephaly not,BR0003,,,NA,cases
2016-02-20,Bahia,state,microcephaly not,BR0003,,,73,cases
2016-02-20,Ceara,state,microcephaly not,BR0003,,,46,cases
2016-02-20,Distrito Federal,state,microcephaly not,BR0003,,,19,cases
2016-02-20,Espirito Santo,state,microcephaly not,BR0003,,,8,cases
2016-02-20,Goias,state,microcephaly not,BR0003,,,2,cases
2016-02-20,Maranhao,state,microcephaly not,BR0003,,,16,cases
2016-02-20,Mato Grosso,state,microcephaly not,BR0003,,,50,cases
2016-02-20,Mato Grosso do Sul,state,microcephaly not,BR0003,,,5,cases
2016-02-20,Minas Gerais,state,microcephaly not,BR0003,,,38,cases
2016-02-20,Para,state,microcephaly not,BR0003,,,0,cases
2016-02-20,Paraiba,state,microcephaly not,BR0003,,,291,cases
2016-02-20,Parana,state,microcephaly not,BR0003,,,13,cases
2016-02-20,Pernambuco,state,microcephaly not,BR0003,,,204,cases
2016-02-20,Piaui,state,microcephaly not,BR0003,,,14,cases
2016-02-20,Rio Grande do Norte,state,microcephaly not,BR0003,,,23,cases
2016-02-20,Rio Grande do Sul,state,microcephaly not,BR0003,,,1,cases
2016-02-20,Rio de Janeiro,state,microcephaly not,BR0003,,,4,cases
2016-02-20,Rondonia,state,microcephaly not,BR0003,,,0,cases
2016-02-20,Roraima,state,microcephaly not,BR0003,,,0,cases
2016-02-20,Santa Catarina,state,microcephaly not,BR0003,,,1,cases
2016-02-20,Sergipe,state,microcephaly not,BR0003,,,10,cases
2016-02-20,Sao Paulo,state,microcephaly not,BR0003,,,30,cases
2016-02-20,Tocantins,state,microcephaly not,BR0003,,,17,cases
2016-02-20,Acre,state,microcephaly under investigation,BR0001,,,26,cases
2016-02-20,Alagoas,state,microcephaly under investigation,BR0001,,,102,cases
2016-02-20,Amapa,state,microcephaly under investigation,BR0001,,,NA,cases
2016-02-20,Amazonas,state,microcephaly under investigation,BR0001,,,NA,cases
2016-02-20,Bahia,state,microcephaly under investigation,BR0001,,,582,cases
2016-02-20,Ceara,state,microcephaly under investigation,BR0001,,,256,cases
2016-02-20,Distrito Federal,state,microcephaly under investigation,BR0001,,,5,cases
2016-02-20,Espirito Santo,state,microcephaly under investigation,BR0001,,,62,cases
2016-02-20,Goias,state,microcephaly under investigation,BR0001,,,80,cases
2016-02-20,Maranhao,state,microcephaly under investigation,BR0001,,,151,cases
2016-02-20,Mato Grosso,state,microcephaly under investigation,BR0001,,,123,cases
2016-02-20,Mato Grosso do Sul,state,microcephaly under investigation,BR0001,,,5,cases
2016-02-20,Minas Gerais,state,microcephaly under investigation,BR0001,,,27,cases
2016-02-20,Para,state,microcephaly under investigation,BR0001,,,10,cases
2016-02-20,Paraiba,state,microcephaly under investigation,BR0001,,,440,cases
2016-02-20,Parana,state,microcephaly under investigation,BR0001,,,2,cases
2016-02-20,Pernambuco,state,microcephaly under investigation,BR0001,,,1188,cases
2016-02-20,Piaui,state,microcephaly under investigation,BR0001,,,81,cases
2016-02-20,Rio Grande do Norte,state,microcephaly under investigation,BR0001,,,275,cases
2016-02-20,Rio Grande do Sul,state,microcephaly under investigation,BR0001,,,29,cases
2016-02-20,Rio de Janeiro,state,microcephaly under investigation,BR0001,,,250,cases
2016-02-20,Rondonia,state,microcephaly under investigation,BR0001,,,10,cases
2016-02-20,Roraima,state,microcephaly under investigation,BR0001,,,11,cases
2016-02-20,Santa Catarina,state,microcephaly under investigation,BR0001,,,0,cases
2016-02-20,Sergipe,state,microcephaly under investigation,BR0001,,,178,cases
2016-02-20,Sao Paulo,state,microcephaly under investigation,BR0001,,,119,cases
2016-02-20,Tocantins,state,microcephaly under investigation,BR0001,,,95,cases
2016-02-20,Acre,state,municipality microcephaly,BR0004,,,7,municipalities
2016-02-20,Alagoas,state,municipality microcephaly,BR0004,,,64,municipalities
2016-02-20,Amapa,state,municipality microcephaly,BR0004,,,NA,municipalities
2016-02-20,Amazonas,state,municipality microcephaly,BR0004,,,NA,municipalities
2016-02-20,Bahia,state,municipality microcephaly,BR0004,,,126,municipalities
2016-02-20,Ceara,state,municipality microcephaly,BR0004,,,77,municipalities
2016-02-20,Distrito Federal,state,municipality microcephaly,BR0004,,,1,municipalities
2016-02-20,Espirito Santo,state,municipality microcephaly,BR0004,,,20,municipalities
2016-02-20,Goias,state,municipality microcephaly,BR0004,,,20,municipalities
2016-02-20,Maranhao,state,municipality microcephaly,BR0004,,,65,municipalities
2016-02-20,Mato Grosso,state,municipality microcephaly,BR0004,,,28,municipalities
2016-02-20,Mato Grosso do Sul,state,municipality microcephaly,BR0004,,,7,municipalities
2016-02-20,Minas Gerais,state,municipality microcephaly,BR0004,,,40,municipalities
2016-02-20,Para,state,municipality microcephaly,BR0004,,,10,municipalities
2016-02-20,Paraiba,state,municipality microcephaly,BR0004,,,124,municipalities
2016-02-20,Parana,state,municipality microcephaly,BR0004,,,9,municipalities
2016-02-20,Pernambuco,state,municipality microcephaly,BR0004,,,166,municipalities
2016-02-20,Piaui,state,municipality microcephaly,BR0004,,,51,municipalities
2016-02-20,Rio Grande do Norte,state,municipality microcephaly,BR0004,,,75,municipalities
2016-02-20,Rio Grande do Sul,state,municipality microcephaly,BR0004,,,21,municipalities
2016-02-20,Rio de Janeiro,state,municipality microcephaly,BR0004,,,34,municipalities
2016-02-20,Rondonia,state,municipality microcephaly,BR0004,,,5,municipalities
2016-02-20,Roraima,state,municipality microcephaly,BR0004,,,3,municipalities
2016-02-20,Santa Catarina,state,municipality microcephaly,BR0004,,,1,municipalities
2016-02-20,Sergipe,state,municipality microcephaly,BR0004,,,49,municipalities
2016-02-20,Sao Paulo,state,municipality microcephaly,BR0004,,,55,municipalities
2016-02-20,Tocantins,state,municipality microcephaly,BR0004,,,43,municipalities
2016-02-20,Acre,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Alagoas,state,municipality microcephaly suspected,BR0008,,,14,municipalities
2016-02-20,Amapa,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Amazonas,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Bahia,state,municipality microcephaly suspected,BR0008,,,32,municipalities
2016-02-20,Ceara,state,municipality microcephaly suspected,BR0008,,,18,municipalities
2016-02-20,Distrito Federal,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Espirito Santo,state,municipality microcephaly suspected,BR0008,,,3,municipalities
2016-02-20,Goias,state,municipality microcephaly suspected,BR0008,,,5,municipalities
2016-02-20,Maranhao,state,municipality microcephaly suspected,BR0008,,,8,municipalities
2016-02-20,Mato Grosso,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Mato Grosso do Sul,state,municipality microcephaly suspected,BR0008,,,1,municipalities
2016-02-20,Minas Gerais,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Para,state,municipality microcephaly suspected,BR0008,,,1,municipalities
2016-02-20,Paraiba,state,municipality microcephaly suspected,BR0008,,,28,municipalities
2016-02-20,Parana,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Pernambuco,state,municipality microcephaly suspected,BR0008,,,76,municipalities
2016-02-20,Piaui,state,municipality microcephaly suspected,BR0008,,,9,municipalities
2016-02-20,Rio Grande do Norte,state,municipality microcephaly suspected,BR0008,,,36,municipalities
2016-02-20,Rio Grande do Sul,state,municipality microcephaly suspected,BR0008,,,1,municipalities
2016-02-20,Rio de Janeiro,state,municipality microcephaly suspected,BR0008,,,2,municipalities
2016-02-20,Rondonia,state,municipality microcephaly suspected,BR0008,,,1,municipalities
2016-02-20,Roraima,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Santa Catarina,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Sergipe,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Sao Paulo,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Tocantins,state,municipality microcephaly suspected,BR0008,,,NA,municipalities
2016-02-20,Acre,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-20,Alagoas,state,microcephaly fatal confirmed,BR0006,,,2,cases
2016-02-20,Bahia,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-20,Ceara,state,microcephaly fatal confirmed,BR0006,,,10,cases
2016-02-20,Goias,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-20,Maranhao,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-20,Mato Grosso,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-20,Minas Gerais,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-20,Paraiba,state,microcephaly fatal confirmed,BR0006,,,5,cases
2016-02-20,Parana,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-20,Pernambuco,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-20,Piaui,state,microcephaly fatal confirmed,BR0006,,,3,cases
2016-02-20,Rio Grande do Norte,state,microcephaly fatal confirmed,BR0006,,,10,cases
2016-02-20,Sergipe,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-20,Sao Paulo,state,microcephaly fatal confirmed,BR0006,,,0,cases
2016-02-20,Acre,state,microcephaly fatal under investigation,BR0005,,,1,cases
2016-02-20,Alagoas,state,microcephaly fatal under investigation,BR0005,,,2,cases
2016-02-20,Bahia,state,microcephaly fatal under investigation,BR0005,,,15,cases
2016-02-20,Ceara,state,microcephaly fatal under investigation,BR0005,,,9,cases
2016-02-20,Goias,state,microcephaly fatal under investigation,BR0005,,,2,cases
2016-02-20,Maranhao,state,microcephaly fatal under investigation,BR0005,,,2,cases
2016-02-20,Mato Grosso,state,microcephaly fatal under investigation,BR0005,,,3,cases
2016-02-20,Minas Gerais,state,microcephaly fatal under investigation,BR0005,,,0,cases
2016-02-20,Paraiba,state,microcephaly fatal under investigation,BR0005,,,12,cases
2016-02-20,Parana,state,microcephaly fatal under investigation,BR0005,,,0,cases
2016-02-20,Pernambuco,state,microcephaly fatal under investigation,BR0005,,,18,cases
2016-02-20,Piaui,state,microcephaly fatal under investigation,BR0005,,,0,cases
2016-02-20,Rio Grande do Norte,state,microcephaly fatal under investigation,BR0005,,,6,cases
2016-02-20,Sergipe,state,microcephaly fatal under investigation,BR0005,,,8,cases
2016-02-20,Sao Paulo,state,microcephaly fatal under investigation,BR0005,,,2,cases
2016-02-20,Acre,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-20,Alagoas,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-20,Bahia,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-20,Ceara,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-20,Goias,state,microcephaly fatal not,BR0007,,,1,cases
2016-02-20,Maranhao,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-20,Mato Grosso,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-20,Minas Gerais,state,microcephaly fatal not,BR0007,,,2,cases
2016-02-20,Paraiba,state,microcephaly fatal not,BR0007,,,1,cases
2016-02-20,Parana,state,microcephaly fatal not,BR0007,,,2,cases
2016-02-20,Pernambuco,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-20,Piaui,state,microcephaly fatal not,BR0007,,,2,cases
2016-02-20,Rio Grande do Norte,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-20,Sergipe,state,microcephaly fatal not,BR0007,,,0,cases
2016-02-20,Sao Paulo,state,microcephaly fatal not,BR0007,,,2,cases
2016-02-27,Acre,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Alagoas,state,microcephaly confirmed,BR0002,,,30,cases
2016-02-27,Amapa,state,microcephaly confirmed,BR0002,,,NA,cases
2016-02-27,Amazonas,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Bahia,state,microcephaly confirmed,BR0002,,,136,cases
2016-02-27,Ceara,state,microcephaly confirmed,BR0002,,,33,cases
2016-02-27,Distrito Federal,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Espirito Santo,state,microcephaly confirmed,BR0002,,,3,cases
2016-02-27,Goias,state,microcephaly confirmed,BR0002,,,6,cases
2016-02-27,Maranhao,state,microcephaly confirmed,BR0002,,,25,cases
2016-02-27,Mato Grosso,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Mato Grosso do Sul,state,microcephaly confirmed,BR0002,,,1,cases
2016-02-27,Minas Gerais,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Para,state,microcephaly confirmed,BR0002,,,1,cases
2016-02-27,Paraiba,state,microcephaly confirmed,BR0002,,,63,cases
2016-02-27,Parana,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Pernambuco,state,microcephaly confirmed,BR0002,,,215,cases
2016-02-27,Piaui,state,microcephaly confirmed,BR0002,,,46,cases
2016-02-27,Rio Grande do Norte,state,microcephaly confirmed,BR0002,,,77,cases
2016-02-27,Rio Grande do Sul,state,microcephaly confirmed,BR0002,,,1,cases
2016-02-27,Rio de Janeiro,state,microcephaly confirmed,BR0002,,,2,cases
2016-02-27,Rondonia,state,microcephaly confirmed,BR0002,,,2,cases
2016-02-27,Roraima,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Santa Catarina,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Sergipe,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Sao Paulo,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Tocantins,state,microcephaly confirmed,BR0002,,,0,cases
2016-02-27,Acre,state,microcephaly not,BR0003,,,0,cases
2016-02-27,Alagoas,state,microcephaly not,BR0003,,,100,cases
2016-02-27,Amapa,state,microcephaly not,BR0003,,,NA,cases
2016-02-27,Amazonas,state,microcephaly not,BR0003,,,0,cases
2016-02-27,Bahia,state,microcephaly not,BR0003,,,78,cases
2016-02-27,Ceara,state,microcephaly not,BR0003,,,48,cases
2016-02-27,Distrito Federal,state,microcephaly not,BR0003,,,18,cases
2016-02-27,Espirito Santo,state,microcephaly not,BR0003,,,8,cases
2016-02-27,Goias,state,microcephaly not,BR0003,,,14,cases
2016-02-27,Maranhao,state,microcephaly not,BR0003,,,19,cases
2016-02-27,Mato Grosso,state,microcephaly not,BR0003,,,52,cases
2016-02-27,Mato Grosso do Sul,state,microcephaly not,BR0003,,,5,cases
2016-02-27,Minas Gerais,state,microcephaly not,BR0003,,,39,cases
2016-02-27,Para,state,microcephaly not,BR0003,,,0,cases
2016-02-27,Paraiba,state,microcephaly not,BR0003,,,306,cases
2016-02-27,Parana,state,microcephaly not,BR0003,,,15,cases
2016-02-27,Pernambuco,state,microcephaly not,BR0003,,,225,cases
2016-02-27,Piaui,state,microcephaly not,BR0003,,,15,cases
2016-02-27,Rio Grande do Norte,state,microcephaly not,BR0003,,,25,cases
2016-02-27,Rio Grande do Sul,state,microcephaly not,BR0003,,,1,cases
