"report date,""location"",""location type"",""data field"",""data field code"",""time period"",""time period type"",""value"",""unit"""
"2016-04-02,""Minas Gerais"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""28"",""cases"""
"2016-04-02,""Para"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""23"",""cases"""
"2016-04-02,""Paraiba"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""386"",""cases"""
"2016-04-02,""Parana"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""5"",""cases"""
"2016-04-02,""Pernambuco"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""1053"",""cases"""
"2016-04-02,""Piaui"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""31"",""cases"""
"2016-04-02,""Rio Grande do Norte"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""290"",""cases"""
"2016-04-02,""Rio Grande do Sul"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""25"",""cases"""
"2016-04-02,""Rio de Janeiro"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""297"",""cases"""
"2016-04-02,""Rondonia"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""5"",""cases"""
"2016-04-02,""Roraima"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""16"",""cases"""
"2016-04-02,""Santa Catarina"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""0"",""cases"""
"2016-04-02,""Sergipe"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""157"",""cases"""
"2016-04-02,""Sao Paulo"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""162"",""cases"""
"2016-04-02,""Tocantins"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""116"",""cases"""
"2016-04-02,""Acre"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-04-02,""Alagoas"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""23"",""municipalities"""
"2016-04-02,""Amapa"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""2"",""municipalities"""
"2016-04-02,""Amazonas"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-04-02,""Bahia"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""51"",""municipalities"""
"2016-04-02,""Ceara"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""36"",""municipalities"""
"2016-04-02,""Distrito Federal"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-04-02,""Espirito Santo"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""4"",""municipalities"""
"2016-04-02,""Goias"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""8"",""municipalities"""
"2016-04-02,""Maranhao"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""29"",""municipalities"""
"2016-04-02,""Mato Grosso"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""4"",""municipalities"""
"2016-04-02,""Mato Grosso do Sul"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""2"",""municipalities"""
"2016-04-02,""Minas Gerais"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""2"",""municipalities"""
"2016-04-02,""Para"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-04-02,""Paraiba"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""43"",""municipalities"""
"2016-04-02,""Parana"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-04-02,""Pernambuco"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""95"",""municipalities"""
"2016-04-02,""Piaui"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""28"",""municipalities"""
"2016-04-02,""Rio Grande do Norte"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""36"",""municipalities"""
"2016-04-02,""Rio Grande do Sul"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""2"",""municipalities"""
"2016-04-02,""Rio de Janeiro"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""4"",""municipalities"""
"2016-04-02,""Rondonia"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-04-02,""Roraima"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,NA,""municipalities"""
"2016-04-02,""Santa Catarina"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,NA,""municipalities"""
"2016-04-02,""Sergipe"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""15"",""municipalities"""
"2016-04-02,""Sao Paulo"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,NA,""municipalities"""
"2016-04-02,""Tocantins"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,NA,""municipalities"""
"2016-04-02,""Acre"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""9"",""municipalities"""
"2016-04-02,""Alagoas"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""69"",""municipalities"""
"2016-04-02,""Amapa"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""2"",""municipalities"""
"2016-04-02,""Amazonas"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""3"",""municipalities"""
"2016-04-02,""Bahia"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""167"",""municipalities"""
"2016-04-02,""Ceara"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""95"",""municipalities"""
"2016-04-02,""Distrito Federal"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""1"",""municipalities"""
"2016-04-02,""Espirito Santo"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""22"",""municipalities"""
"2016-04-02,""Goias"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""27"",""municipalities"""
"2016-04-02,""Maranhao"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""79"",""municipalities"""
"2016-04-02,""Mato Grosso"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""33"",""municipalities"""
"2016-04-02,""Mato Grosso do Sul"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""10"",""municipalities"""
"2016-04-02,""Minas Gerais"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""48"",""municipalities"""
"2016-04-02,""Para"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""18"",""municipalities"""
"2016-04-02,""Paraiba"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""134"",""municipalities"""
"2016-04-02,""Parana"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""22"",""municipalities"""
"2016-04-02,""Pernambuco"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""173"",""municipalities"""
"2016-04-02,""Piaui"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""58"",""municipalities"""
"2016-04-02,""Rio Grande do Norte"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""80"",""municipalities"""
"2016-04-02,""Rio Grande do Sul"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""29"",""municipalities"""
"2016-04-02,""Rio de Janeiro"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""43"",""municipalities"""
"2016-04-02,""Rondonia"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""5"",""municipalities"""
"2016-04-02,""Roraima"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""5"",""municipalities"""
"2016-04-02,""Santa Catarina"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""3"",""municipalities"""
"2016-04-02,""Sergipe"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""52"",""municipalities"""
"2016-04-02,""Sao Paulo"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""73"",""municipalities"""
"2016-04-02,""Tocantins"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""47"",""municipalities"""
"2016-04-02,""Acre"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-04-02,""Alagoas"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""3"",""cases"""
"2016-04-02,""Bahia"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-04-02,""Ceara"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""15"",""cases"""
"2016-04-02,""Distrito Federal"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""1"",""cases"""
"2016-04-02,""Espirito Santo"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""1"",""cases"""
"2016-04-02,""Goias"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-04-02,""Maranhao"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-04-02,""Mato Grosso"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""1"",""cases"""
"2016-04-02,""Minas Gerais"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""1"",""cases"""
"2016-04-02,""Paraiba"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""8"",""cases"""
"2016-04-02,""Parana"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-04-02,""Pernambuco"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""3"",""cases"""
"2016-04-02,""Piaui"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""3"",""cases"""
"2016-04-02,""Rio Grande do Norte"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""11"",""cases"""
"2016-04-02,""Rio Grande do Sul"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-04-02,""Rio de Janeiro"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""1"",""cases"""
"2016-04-02,""Sergipe"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""3"",""cases"""
"2016-04-02,""Sao Paulo"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-04-02,""Tocantins"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-04-02,""Acre"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-04-02,""Alagoas"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-04-02,""Bahia"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""1"",""cases"""
"2016-04-02,""Ceara"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-04-02,""Distrito Federal"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-04-02,""Espirito Santo"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-04-02,""Goias"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-04-02,""Maranhao"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-04-02,""Mato Grosso"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""3"",""cases"""
"2016-04-02,""Minas Gerais"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-04-02,""Paraiba"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""3"",""cases"""
"2016-04-02,""Parana"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-04-02,""Pernambuco"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-04-02,""Piaui"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""3"",""cases"""
"2016-04-02,""Rio Grande do Norte"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-04-02,""Rio Grande do Sul"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""6"",""cases"""
"2016-04-02,""Rio de Janeiro"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""1"",""cases"""
"2016-04-02,""Sergipe"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""1"",""cases"""
"2016-04-02,""Sao Paulo"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-04-02,""Tocantins"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-04-02,""Acre"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""1"",""cases"""
"2016-04-02,""Alagoas"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""3"",""cases"""
"2016-04-02,""Bahia"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""28"",""cases"""
"2016-04-02,""Ceara"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""13"",""cases"""
"2016-04-02,""Distrito Federal"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""0"",""cases"""
"2016-04-02,""Espirito Santo"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""3"",""cases"""
"2016-04-02,""Goias"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""1"",""cases"""
"2016-04-02,""Maranhao"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""5"",""cases"""
"2016-04-02,""Mato Grosso"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""5"",""cases"""
"2016-04-02,""Minas Gerais"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""0"",""cases"""
"2016-04-02,""Paraiba"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""11"",""cases"""
"2016-04-02,""Parana"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""0"",""cases"""
"2016-04-02,""Pernambuco"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""43"",""cases"""
"2016-04-02,""Piaui"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""0"",""cases"""
"2016-04-02,""Rio Grande do Norte"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""5"",""cases"""
"2016-04-02,""Rio Grande do Sul"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""1"",""cases"""
"2016-04-02,""Rio de Janeiro"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""12"",""cases"""
"2016-04-02,""Sergipe"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""4"",""cases"""
"2016-04-02,""Sao Paulo"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""2"",""cases"""
"2016-04-02,""Tocantins"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""11"",""cases"""
