report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
2016-05-21,Sao Paulo,state,municipality microcephaly,BR0004,NA,NA,8,municipalities
2016-05-21,Tocantins,state,municipality microcephaly,BR0004,NA,NA,8,municipalities
2016-05-21,Acre,state,municipality microcephaly suspected,BR0008,NA,NA,9,municipalities
2016-05-21,Alagoas,state,municipality microcephaly suspected,BR0008,NA,NA,73,municipalities
2016-05-21,Amapa,state,municipality microcephaly suspected,BR0008,NA,NA,4,municipalities
2016-05-21,Amazonas,state,municipality microcephaly suspected,BR0008,NA,NA,5,municipalities
2016-05-21,Bahia,state,municipality microcephaly suspected,BR0008,NA,NA,176,municipalities
2016-05-21,Ceara,state,municipality microcephaly suspected,BR0008,NA,NA,102,municipalities
2016-05-21,Distrito Federal,state,municipality microcephaly suspected,BR0008,NA,NA,1,municipalities
2016-05-21,Espirito Santo,state,municipality microcephaly suspected,BR0008,NA,NA,28,municipalities
2016-05-21,Goias,state,municipality microcephaly suspected,BR0008,NA,NA,30,municipalities
2016-05-21,Maranhao,state,municipality microcephaly suspected,BR0008,NA,NA,84,municipalities
2016-05-21,Mato Grosso,state,municipality microcephaly suspected,BR0008,NA,NA,38,municipalities
2016-05-21,Mato Grosso do Sul,state,municipality microcephaly suspected,BR0008,NA,NA,10,municipalities
2016-05-21,Minas Gerais,state,municipality microcephaly suspected,BR0008,NA,NA,58,municipalities
2016-05-21,Para,state,municipality microcephaly suspected,BR0008,NA,NA,24,municipalities
2016-05-21,Paraiba,state,municipality microcephaly suspected,BR0008,NA,NA,135,municipalities
2016-05-21,Parana,state,municipality microcephaly suspected,BR0008,NA,NA,26,municipalities
2016-05-21,Pernambuco,state,municipality microcephaly suspected,BR0008,NA,NA,178,municipalities
2016-05-21,Piaui,state,municipality microcephaly suspected,BR0008,NA,NA,67,municipalities
2016-05-21,Rio Grande do Norte,state,municipality microcephaly suspected,BR0008,NA,NA,83,municipalities
2016-05-21,Rio Grande do Sul,state,municipality microcephaly suspected,BR0008,NA,NA,38,municipalities
2016-05-21,Rio de Janeiro,state,municipality microcephaly suspected,BR0008,NA,NA,48,municipalities
2016-05-21,Rondonia,state,municipality microcephaly suspected,BR0008,NA,NA,7,municipalities
2016-05-21,Roraima,state,municipality microcephaly suspected,BR0008,NA,NA,6,municipalities
2016-05-21,Santa Catarina,state,municipality microcephaly suspected,BR0008,NA,NA,6,municipalities
2016-05-21,Sergipe,state,municipality microcephaly suspected,BR0008,NA,NA,53,municipalities
2016-05-21,Sao Paulo,state,municipality microcephaly suspected,BR0008,NA,NA,88,municipalities
2016-05-21,Tocantins,state,municipality microcephaly suspected,BR0008,NA,NA,52,municipalities
2016-05-21,Acre,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-05-21,Alagoas,state,microcephaly fatal confirmed,BR0006,NA,NA,3,cases
2016-05-21,Amapa,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-05-21,Bahia,state,microcephaly fatal confirmed,BR0006,NA,NA,1,cases
2016-05-21,Ceara,state,microcephaly fatal confirmed,BR0006,NA,NA,16,cases
2016-05-21,Distrito Federal,state,microcephaly fatal confirmed,BR0006,NA,NA,1,cases
2016-05-21,Espirito Santo,state,microcephaly fatal confirmed,BR0006,NA,NA,2,cases
2016-05-21,Goias,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-05-21,Maranhao,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-05-21,Mato Grosso,state,microcephaly fatal confirmed,BR0006,NA,NA,1,cases
2016-05-21,Minas Gerais,state,microcephaly fatal confirmed,BR0006,NA,NA,1,cases
2016-05-21,Paraiba,state,microcephaly fatal confirmed,BR0006,NA,NA,11,cases
2016-05-21,Parana,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-05-21,Pernambuco,state,microcephaly fatal confirmed,BR0006,NA,NA,2,cases
2016-05-21,Piaui,state,microcephaly fatal confirmed,BR0006,NA,NA,3,cases
2016-05-21,Rio Grande do Norte,state,microcephaly fatal confirmed,BR0006,NA,NA,13,cases
2016-05-21,Rio Grande do Sul,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-05-21,Rio de Janeiro,state,microcephaly fatal confirmed,BR0006,NA,NA,3,cases
2016-05-21,Roraima,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-05-21,Santa Catarina,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-05-21,Sergipe,state,microcephaly fatal confirmed,BR0006,NA,NA,3,cases
2016-05-21,Sao Paulo,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-05-21,Acre,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-05-21,Alagoas,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-05-21,Amapa,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-05-21,Bahia,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-05-21,Ceara,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-05-21,Distrito Federal,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-05-21,Espirito Santo,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-05-21,Goias,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-05-21,Maranhao,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-05-21,Mato Grosso,state,microcephaly fatal not,BR0007,NA,NA,3,cases
2016-05-21,Minas Gerais,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-05-21,Paraiba,state,microcephaly fatal not,BR0007,NA,NA,3,cases
2016-05-21,Parana,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-05-21,Pernambuco,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-05-21,Piaui,state,microcephaly fatal not,BR0007,NA,NA,5,cases
2016-05-21,Rio Grande do Norte,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-05-21,Rio Grande do Sul,state,microcephaly fatal not,BR0007,NA,NA,7,cases
2016-05-21,Rio de Janeiro,state,microcephaly fatal not,BR0007,NA,NA,4,cases
2016-05-21,Roraima,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-05-21,Santa Catarina,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-05-21,Sergipe,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-05-21,Sao Paulo,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-05-21,Acre,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-05-21,Alagoas,state,microcephaly fatal under investigation,BR0005,NA,NA,3,cases
2016-05-21,Amapa,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-05-21,Bahia,state,microcephaly fatal under investigation,BR0005,NA,NA,31,cases
2016-05-21,Ceara,state,microcephaly fatal under investigation,BR0005,NA,NA,14,cases
2016-05-21,Distrito Federal,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-05-21,Espirito Santo,state,microcephaly fatal under investigation,BR0005,NA,NA,5,cases
2016-05-21,Goias,state,microcephaly fatal under investigation,BR0005,NA,NA,3,cases
2016-05-21,Maranhao,state,microcephaly fatal under investigation,BR0005,NA,NA,8,cases
2016-05-21,Mato Grosso,state,microcephaly fatal under investigation,BR0005,NA,NA,8,cases
2016-05-21,Minas Gerais,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-05-21,Paraiba,state,microcephaly fatal under investigation,BR0005,NA,NA,10,cases
2016-05-21,Parana,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-05-21,Pernambuco,state,microcephaly fatal under investigation,BR0005,NA,NA,57,cases
2016-05-21,Piaui,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-05-21,Rio Grande do Norte,state,microcephaly fatal under investigation,BR0005,NA,NA,6,cases
2016-05-21,Rio Grande do Sul,state,microcephaly fatal under investigation,BR0005,NA,NA,2,cases
2016-05-21,Rio de Janeiro,state,microcephaly fatal under investigation,BR0005,NA,NA,16,cases
2016-05-21,Roraima,state,microcephaly fatal under investigation,BR0005,NA,NA,1,cases
2016-05-21,Santa Catarina,state,microcephaly fatal under investigation,BR0005,NA,NA,1,cases
2016-05-21,Sergipe,state,microcephaly fatal under investigation,BR0005,NA,NA,5,cases
2016-05-21,Sao Paulo,state,microcephaly fatal under investigation,BR0005,NA,NA,2,cases
