report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
2016-06-11,Para,state,microcephaly not,BR0003,NA,NA,0,cases
2016-06-11,Paraiba,state,microcephaly not,BR0003,NA,NA,450,cases
2016-06-11,Parana,state,microcephaly not,BR0003,NA,NA,30,cases
2016-06-11,Pernambuco,state,microcephaly not,BR0003,NA,NA,1159,cases
2016-06-11,Piaui,state,microcephaly not,BR0003,NA,NA,73,cases
2016-06-11,Rio Grande do Norte,state,microcephaly not,BR0003,NA,NA,63,cases
2016-06-11,Rio Grande do Sul,state,microcephaly not,BR0003,NA,NA,57,cases
2016-06-11,Rio de Janeiro,state,microcephaly not,BR0003,NA,NA,145,cases
2016-06-11,Rondonia,state,microcephaly not,BR0003,NA,NA,7,cases
2016-06-11,Roraima,state,microcephaly not,BR0003,NA,NA,11,cases
2016-06-11,Santa Catarina,state,microcephaly not,BR0003,NA,NA,5,cases
2016-06-11,Sergipe,state,microcephaly not,BR0003,NA,NA,50,cases
2016-06-11,Sao Paulo,state,microcephaly not,BR0003,NA,NA,166,cases
2016-06-11,Tocantins,state,microcephaly not,BR0003,NA,NA,80,cases
2016-06-11,Acre,state,microcephaly under investigation,BR0001,NA,NA,21,cases
2016-06-11,Alagoas,state,microcephaly under investigation,BR0001,NA,NA,61,cases
2016-06-11,Amapa,state,microcephaly under investigation,BR0001,NA,NA,1,cases
2016-06-11,Amazonas,state,microcephaly under investigation,BR0001,NA,NA,11,cases
2016-06-11,Bahia,state,microcephaly under investigation,BR0001,NA,NA,667,cases
2016-06-11,Ceara,state,microcephaly under investigation,BR0001,NA,NA,178,cases
2016-06-11,Distrito Federal,state,microcephaly under investigation,BR0001,NA,NA,4,cases
2016-06-11,Espirito Santo,state,microcephaly under investigation,BR0001,NA,NA,92,cases
2016-06-11,Goias,state,microcephaly under investigation,BR0001,NA,NA,59,cases
2016-06-11,Maranhao,state,microcephaly under investigation,BR0001,NA,NA,81,cases
2016-06-11,Mato Grosso,state,microcephaly under investigation,BR0001,NA,NA,86,cases
2016-06-11,Mato Grosso do Sul,state,microcephaly under investigation,BR0001,NA,NA,2,cases
2016-06-11,Minas Gerais,state,microcephaly under investigation,BR0001,NA,NA,59,cases
2016-06-11,Para,state,microcephaly under investigation,BR0001,NA,NA,40,cases
2016-06-11,Paraiba,state,microcephaly under investigation,BR0001,NA,NA,297,cases
2016-06-11,Parana,state,microcephaly under investigation,BR0001,NA,NA,3,cases
2016-06-11,Pernambuco,state,microcephaly under investigation,BR0001,NA,NA,474,cases
2016-06-11,Piaui,state,microcephaly under investigation,BR0001,NA,NA,9,cases
2016-06-11,Rio Grande do Norte,state,microcephaly under investigation,BR0001,NA,NA,258,cases
2016-06-11,Rio Grande do Sul,state,microcephaly under investigation,BR0001,NA,NA,27,cases
2016-06-11,Rio de Janeiro,state,microcephaly under investigation,BR0001,NA,NA,276,cases
2016-06-11,Rondonia,state,microcephaly under investigation,BR0001,NA,NA,5,cases
2016-06-11,Roraima,state,microcephaly under investigation,BR0001,NA,NA,5,cases
2016-06-11,Santa Catarina,state,microcephaly under investigation,BR0001,NA,NA,1,cases
2016-06-11,Sergipe,state,microcephaly under investigation,BR0001,NA,NA,73,cases
2016-06-11,Sao Paulo,state,microcephaly under investigation,BR0001,NA,NA,209,cases
2016-06-11,Tocantins,state,microcephaly under investigation,BR0001,NA,NA,48,cases
2016-06-11,Acre,state,municipality microcephaly,BR0004,NA,NA,NA,municipalities
2016-06-11,Alagoas,state,municipality microcephaly,BR0004,NA,NA,29,municipalities
2016-06-11,Amapa,state,municipality microcephaly,BR0004,NA,NA,3,municipalities
2016-06-11,Amazonas,state,municipality microcephaly,BR0004,NA,NA,3,municipalities
2016-06-11,Bahia,state,municipality microcephaly,BR0004,NA,NA,61,municipalities
2016-06-11,Ceara,state,municipality microcephaly,BR0004,NA,NA,49,municipalities
2016-06-11,Distrito Federal,state,municipality microcephaly,BR0004,NA,NA,1,municipalities
2016-06-11,Espirito Santo,state,municipality microcephaly,BR0004,NA,NA,9,municipalities
2016-06-11,Goias,state,municipality microcephaly,BR0004,NA,NA,12,municipalities
2016-06-11,Maranhao,state,municipality microcephaly,BR0004,NA,NA,60,municipalities
2016-06-11,Mato Grosso,state,municipality microcephaly,BR0004,NA,NA,6,municipalities
2016-06-11,Mato Grosso do Sul,state,municipality microcephaly,BR0004,NA,NA,2,municipalities
2016-06-11,Minas Gerais,state,municipality microcephaly,BR0004,NA,NA,3,municipalities
2016-06-11,Para,state,municipality microcephaly,BR0004,NA,NA,1,municipalities
2016-06-11,Paraiba,state,municipality microcephaly,BR0004,NA,NA,57,municipalities
2016-06-11,Parana,state,municipality microcephaly,BR0004,NA,NA,4,municipalities
2016-06-11,Pernambuco,state,municipality microcephaly,BR0004,NA,NA,105,municipalities
2016-06-11,Piaui,state,municipality microcephaly,BR0004,NA,NA,36,municipalities
2016-06-11,Rio Grande do Norte,state,municipality microcephaly,BR0004,NA,NA,43,municipalities
2016-06-11,Rio Grande do Sul,state,municipality microcephaly,BR0004,NA,NA,5,municipalities
2016-06-11,Rio de Janeiro,state,municipality microcephaly,BR0004,NA,NA,11,municipalities
2016-06-11,Rondonia,state,municipality microcephaly,BR0004,NA,NA,2,municipalities
2016-06-11,Roraima,state,municipality microcephaly,BR0004,NA,NA,3,municipalities
2016-06-11,Santa Catarina,state,municipality microcephaly,BR0004,NA,NA,1,municipalities
2016-06-11,Sergipe,state,municipality microcephaly,BR0004,NA,NA,39,municipalities
2016-06-11,Sao Paulo,state,municipality microcephaly,BR0004,NA,NA,8,municipalities
2016-06-11,Tocantins,state,municipality microcephaly,BR0004,NA,NA,9,municipalities
2016-06-11,Acre,state,municipality microcephaly suspected,BR0008,NA,NA,9,municipalities
2016-06-11,Alagoas,state,municipality microcephaly suspected,BR0008,NA,NA,73,municipalities
2016-06-11,Amapa,state,municipality microcephaly suspected,BR0008,NA,NA,4,municipalities
2016-06-11,Amazonas,state,municipality microcephaly suspected,BR0008,NA,NA,5,municipalities
2016-06-11,Bahia,state,municipality microcephaly suspected,BR0008,NA,NA,180,municipalities
2016-06-11,Ceara,state,municipality microcephaly suspected,BR0008,NA,NA,106,municipalities
2016-06-11,Distrito Federal,state,municipality microcephaly suspected,BR0008,NA,NA,1,municipalities
2016-06-11,Espirito Santo,state,municipality microcephaly suspected,BR0008,NA,NA,28,municipalities
2016-06-11,Goias,state,municipality microcephaly suspected,BR0008,NA,NA,32,municipalities
2016-06-11,Maranhao,state,municipality microcephaly suspected,BR0008,NA,NA,85,municipalities
2016-06-11,Mato Grosso,state,municipality microcephaly suspected,BR0008,NA,NA,39,municipalities
2016-06-11,Mato Grosso do Sul,state,municipality microcephaly suspected,BR0008,NA,NA,10,municipalities
2016-06-11,Minas Gerais,state,municipality microcephaly suspected,BR0008,NA,NA,59,municipalities
2016-06-11,Para,state,municipality microcephaly suspected,BR0008,NA,NA,27,municipalities
2016-06-11,Paraiba,state,municipality microcephaly suspected,BR0008,NA,NA,135,municipalities
2016-06-11,Parana,state,municipality microcephaly suspected,BR0008,NA,NA,26,municipalities
2016-06-11,Pernambuco,state,municipality microcephaly suspected,BR0008,NA,NA,179,municipalities
2016-06-11,Piaui,state,municipality microcephaly suspected,BR0008,NA,NA,68,municipalities
2016-06-11,Rio Grande do Norte,state,municipality microcephaly suspected,BR0008,NA,NA,85,municipalities
2016-06-11,Rio Grande do Sul,state,municipality microcephaly suspected,BR0008,NA,NA,41,municipalities
2016-06-11,Rio de Janeiro,state,municipality microcephaly suspected,BR0008,NA,NA,48,municipalities
2016-06-11,Rondonia,state,municipality microcephaly suspected,BR0008,NA,NA,7,municipalities
2016-06-11,Roraima,state,municipality microcephaly suspected,BR0008,NA,NA,6,municipalities
2016-06-11,Santa Catarina,state,municipality microcephaly suspected,BR0008,NA,NA,7,municipalities
2016-06-11,Sergipe,state,municipality microcephaly suspected,BR0008,NA,NA,53,municipalities
2016-06-11,Sao Paulo,state,municipality microcephaly suspected,BR0008,NA,NA,102,municipalities
2016-06-11,Tocantins,state,municipality microcephaly suspected,BR0008,NA,NA,52,municipalities
2016-06-11,Acre,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-06-11,Alagoas,state,microcephaly fatal confirmed,BR0006,NA,NA,3,cases
2016-06-11,Amapa,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-06-11,Bahia,state,microcephaly fatal confirmed,BR0006,NA,NA,1,cases
2016-06-11,Ceara,state,microcephaly fatal confirmed,BR0006,NA,NA,19,cases
2016-06-11,Distrito Federal,state,microcephaly fatal confirmed,BR0006,NA,NA,1,cases
2016-06-11,Espirito Santo,state,microcephaly fatal confirmed,BR0006,NA,NA,3,cases
2016-06-11,Goias,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-06-11,Maranhao,state,microcephaly fatal confirmed,BR0006,NA,NA,1,cases
2016-06-11,Mato Grosso,state,microcephaly fatal confirmed,BR0006,NA,NA,2,cases
2016-06-11,Minas Gerais,state,microcephaly fatal confirmed,BR0006,NA,NA,1,cases
2016-06-11,Para,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-06-11,Paraiba,state,microcephaly fatal confirmed,BR0006,NA,NA,13,cases
2016-06-11,Parana,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-06-11,Pernambuco,state,microcephaly fatal confirmed,BR0006,NA,NA,3,cases
2016-06-11,Piaui,state,microcephaly fatal confirmed,BR0006,NA,NA,3,cases
2016-06-11,Rio Grande do Norte,state,microcephaly fatal confirmed,BR0006,NA,NA,13,cases
2016-06-11,Rio Grande do Sul,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-06-11,Rio de Janeiro,state,microcephaly fatal confirmed,BR0006,NA,NA,4,cases
2016-06-11,Rondonia,state,microcephaly fatal confirmed,BR0006,NA,NA,1,cases
2016-06-11,Roraima,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-06-11,Santa Catarina,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-06-11,Sergipe,state,microcephaly fatal confirmed,BR0006,NA,NA,4,cases
2016-06-11,Sao Paulo,state,microcephaly fatal confirmed,BR0006,NA,NA,0,cases
2016-06-11,Tocantins,state,microcephaly fatal confirmed,BR0006,NA,NA,1,cases
2016-06-11,Acre,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-06-11,Alagoas,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-06-11,Amapa,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-06-11,Bahia,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-06-11,Ceara,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-06-11,Distrito Federal,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-06-11,Espirito Santo,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-06-11,Goias,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-06-11,Maranhao,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-06-11,Mato Grosso,state,microcephaly fatal not,BR0007,NA,NA,3,cases
2016-06-11,Minas Gerais,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-06-11,Para,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-06-11,Paraiba,state,microcephaly fatal not,BR0007,NA,NA,3,cases
2016-06-11,Parana,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-06-11,Pernambuco,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-06-11,Piaui,state,microcephaly fatal not,BR0007,NA,NA,5,cases
2016-06-11,Rio Grande do Norte,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-06-11,Rio Grande do Sul,state,microcephaly fatal not,BR0007,NA,NA,7,cases
2016-06-11,Rio de Janeiro,state,microcephaly fatal not,BR0007,NA,NA,7,cases
2016-06-11,Rondonia,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-06-11,Roraima,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-06-11,Santa Catarina,state,microcephaly fatal not,BR0007,NA,NA,0,cases
2016-06-11,Sergipe,state,microcephaly fatal not,BR0007,NA,NA,1,cases
2016-06-11,Sao Paulo,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-06-11,Tocantins,state,microcephaly fatal not,BR0007,NA,NA,2,cases
2016-06-11,Acre,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-06-11,Alagoas,state,microcephaly fatal under investigation,BR0005,NA,NA,3,cases
2016-06-11,Amapa,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-06-11,Bahia,state,microcephaly fatal under investigation,BR0005,NA,NA,32,cases
2016-06-11,Ceara,state,microcephaly fatal under investigation,BR0005,NA,NA,13,cases
2016-06-11,Distrito Federal,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-06-11,Espirito Santo,state,microcephaly fatal under investigation,BR0005,NA,NA,6,cases
2016-06-11,Goias,state,microcephaly fatal under investigation,BR0005,NA,NA,3,cases
2016-06-11,Maranhao,state,microcephaly fatal under investigation,BR0005,NA,NA,8,cases
2016-06-11,Mato Grosso,state,microcephaly fatal under investigation,BR0005,NA,NA,8,cases
2016-06-11,Minas Gerais,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-06-11,Para,state,microcephaly fatal under investigation,BR0005,NA,NA,5,cases
2016-06-11,Paraiba,state,microcephaly fatal under investigation,BR0005,NA,NA,9,cases
2016-06-11,Parana,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-06-11,Pernambuco,state,microcephaly fatal under investigation,BR0005,NA,NA,65,cases
2016-06-11,Piaui,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-06-11,Rio Grande do Norte,state,microcephaly fatal under investigation,BR0005,NA,NA,6,cases
2016-06-11,Rio Grande do Sul,state,microcephaly fatal under investigation,BR0005,NA,NA,3,cases
2016-06-11,Rio de Janeiro,state,microcephaly fatal under investigation,BR0005,NA,NA,13,cases
2016-06-11,Rondonia,state,microcephaly fatal under investigation,BR0005,NA,NA,0,cases
2016-06-11,Roraima,state,microcephaly fatal under investigation,BR0005,NA,NA,1,cases
2016-06-11,Santa Catarina,state,microcephaly fatal under investigation,BR0005,NA,NA,1,cases
2016-06-11,Sergipe,state,microcephaly fatal under investigation,BR0005,NA,NA,5,cases
2016-06-11,Sao Paulo,state,microcephaly fatal under investigation,BR0005,NA,NA,2,cases
2016-06-11,Tocantins,state,microcephaly fatal under investigation,BR0005,NA,NA,15,cases
