"report_date,""location"",""location_type"",""data_field"",""data_field_code"",""time_period"",""time_period_type"",""value"",""unit"""
"2016-05-14,""Piaui"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""23"",""cases"""
"2016-05-14,""Rio Grande do Norte"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""266"",""cases"""
"2016-05-14,""Rio Grande do Sul"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""26"",""cases"""
"2016-05-14,""Rio de Janeiro"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""282"",""cases"""
"2016-05-14,""Rondonia"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""3"",""cases"""
"2016-05-14,""Roraima"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""9"",""cases"""
"2016-05-14,""Santa Catarina"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""0"",""cases"""
"2016-05-14,""Sergipe"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""142"",""cases"""
"2016-05-14,""Sao Paulo"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""164"",""cases"""
"2016-05-14,""Tocantins"",""state"",""microcephaly under investigation"",""BR0001"",NA,NA,""103"",""cases"""
"2016-05-14,""Acre"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,NA,""municipalities"""
"2016-05-14,""Alagoas"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""26"",""municipalities"""
"2016-05-14,""Amapa"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""3"",""municipalities"""
"2016-05-14,""Amazonas"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-05-14,""Bahia"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""57"",""municipalities"""
"2016-05-14,""Ceara"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""43"",""municipalities"""
"2016-05-14,""Distrito Federal"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-05-14,""Espirito Santo"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""8"",""municipalities"""
"2016-05-14,""Goias"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""12"",""municipalities"""
"2016-05-14,""Maranhao"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""57"",""municipalities"""
"2016-05-14,""Mato Grosso"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""5"",""municipalities"""
"2016-05-14,""Mato Grosso do Sul"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""2"",""municipalities"""
"2016-05-14,""Minas Gerais"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""3"",""municipalities"""
"2016-05-14,""Para"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-05-14,""Paraiba"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""51"",""municipalities"""
"2016-05-14,""Parana"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""4"",""municipalities"""
"2016-05-14,""Pernambuco"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""103"",""municipalities"""
"2016-05-14,""Piaui"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""32"",""municipalities"""
"2016-05-14,""Rio Grande do Norte"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""42"",""municipalities"""
"2016-05-14,""Rio Grande do Sul"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""5"",""municipalities"""
"2016-05-14,""Rio de Janeiro"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""10"",""municipalities"""
"2016-05-14,""Rondonia"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-05-14,""Roraima"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""2"",""municipalities"""
"2016-05-14,""Santa Catarina"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""1"",""municipalities"""
"2016-05-14,""Sergipe"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""16"",""municipalities"""
"2016-05-14,""Sao Paulo"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""8"",""municipalities"""
"2016-05-14,""Tocantins"",""state"",""municipality microcephaly"",""BR0004"",NA,NA,""5"",""municipalities"""
"2016-05-14,""Acre"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""9"",""municipalities"""
"2016-05-14,""Alagoas"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""71"",""municipalities"""
"2016-05-14,""Amapa"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""4"",""municipalities"""
"2016-05-14,""Amazonas"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""4"",""municipalities"""
"2016-05-14,""Bahia"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""175"",""municipalities"""
"2016-05-14,""Ceara"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""101"",""municipalities"""
"2016-05-14,""Distrito Federal"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""1"",""municipalities"""
"2016-05-14,""Espirito Santo"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""28"",""municipalities"""
"2016-05-14,""Goias"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""30"",""municipalities"""
"2016-05-14,""Maranhao"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""82"",""municipalities"""
"2016-05-14,""Mato Grosso"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""38"",""municipalities"""
"2016-05-14,""Mato Grosso do Sul"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""10"",""municipalities"""
"2016-05-14,""Minas Gerais"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""57"",""municipalities"""
"2016-05-14,""Para"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""23"",""municipalities"""
"2016-05-14,""Paraiba"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""135"",""municipalities"""
"2016-05-14,""Parana"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""26"",""municipalities"""
"2016-05-14,""Pernambuco"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""177"",""municipalities"""
"2016-05-14,""Piaui"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""66"",""municipalities"""
"2016-05-14,""Rio Grande do Norte"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""82"",""municipalities"""
"2016-05-14,""Rio Grande do Sul"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""38"",""municipalities"""
"2016-05-14,""Rio de Janeiro"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""48"",""municipalities"""
"2016-05-14,""Rondonia"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""6"",""municipalities"""
"2016-05-14,""Roraima"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""6"",""municipalities"""
"2016-05-14,""Santa Catarina"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""5"",""municipalities"""
"2016-05-14,""Sergipe"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""53"",""municipalities"""
"2016-05-14,""Sao Paulo"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""81"",""municipalities"""
"2016-05-14,""Tocantins"",""state"",""municipality microcephaly suspected"",""BR0008"",NA,NA,""51"",""municipalities"""
"2016-05-14,""Acre"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-05-14,""Alagoas"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""3"",""cases"""
"2016-05-14,""Amapa"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-05-14,""Bahia"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""1"",""cases"""
"2016-05-14,""Ceara"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""16"",""cases"""
"2016-05-14,""Distrito Federal"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""1"",""cases"""
"2016-05-14,""Espirito Santo"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""2"",""cases"""
"2016-05-14,""Goias"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-05-14,""Maranhao"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-05-14,""Mato Grosso"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""1"",""cases"""
"2016-05-14,""Minas Gerais"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""1"",""cases"""
"2016-05-14,""Paraiba"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""11"",""cases"""
"2016-05-14,""Parana"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-05-14,""Pernambuco"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""2"",""cases"""
"2016-05-14,""Piaui"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""3"",""cases"""
"2016-05-14,""Rio Grande do Norte"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""12"",""cases"""
"2016-05-14,""Rio Grande do Sul"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-05-14,""Rio de Janeiro"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""3"",""cases"""
"2016-05-14,""Roraima"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-05-14,""Sergipe"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""3"",""cases"""
"2016-05-14,""Sao Paulo"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-05-14,""Tocantins"",""state"",""microcephaly fatal confirmed"",""BR0006"",NA,NA,""0"",""cases"""
"2016-05-14,""Acre"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""1"",""cases"""
"2016-05-14,""Alagoas"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""1"",""cases"""
"2016-05-14,""Amapa"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""1"",""cases"""
"2016-05-14,""Bahia"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""1"",""cases"""
"2016-05-14,""Ceara"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-05-14,""Distrito Federal"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-05-14,""Espirito Santo"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-05-14,""Goias"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-05-14,""Maranhao"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-05-14,""Mato Grosso"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""3"",""cases"""
"2016-05-14,""Minas Gerais"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-05-14,""Paraiba"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""3"",""cases"""
"2016-05-14,""Parana"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-05-14,""Pernambuco"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-05-14,""Piaui"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""3"",""cases"""
"2016-05-14,""Rio Grande do Norte"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-05-14,""Rio Grande do Sul"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""7"",""cases"""
"2016-05-14,""Rio de Janeiro"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""4"",""cases"""
"2016-05-14,""Roraima"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-05-14,""Sergipe"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""1"",""cases"""
"2016-05-14,""Sao Paulo"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""2"",""cases"""
"2016-05-14,""Tocantins"",""state"",""microcephaly fatal not"",""BR0007"",NA,NA,""0"",""cases"""
"2016-05-14,""Acre"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""0"",""cases"""
"2016-05-14,""Alagoas"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""3"",""cases"""
"2016-05-14,""Amapa"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""0"",""cases"""
"2016-05-14,""Bahia"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""31"",""cases"""
"2016-05-14,""Ceara"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""12"",""cases"""
"2016-05-14,""Distrito Federal"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""0"",""cases"""
"2016-05-14,""Espirito Santo"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""5"",""cases"""
"2016-05-14,""Goias"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""3"",""cases"""
"2016-05-14,""Maranhao"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""7"",""cases"""
"2016-05-14,""Mato Grosso"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""8"",""cases"""
"2016-05-14,""Minas Gerais"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""0"",""cases"""
"2016-05-14,""Paraiba"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""10"",""cases"""
"2016-05-14,""Parana"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""0"",""cases"""
"2016-05-14,""Pernambuco"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""52"",""cases"""
"2016-05-14,""Piaui"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""0"",""cases"""
"2016-05-14,""Rio Grande do Norte"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""6"",""cases"""
"2016-05-14,""Rio Grande do Sul"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""2"",""cases"""
"2016-05-14,""Rio de Janeiro"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""15"",""cases"""
"2016-05-14,""Roraima"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""1"",""cases"""
"2016-05-14,""Sergipe"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""5"",""cases"""
"2016-05-14,""Sao Paulo"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""2"",""cases"""
"2016-05-14,""Tocantins"",""state"",""microcephaly fatal under investigation"",""BR0005"",NA,NA,""15"",""cases"""
