"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
2016-02-13,Brazil-Minas_Gerais,state,microcephaly_fatal_under_investigation,BR0005,,,0,cases
2016-02-13,Brazil-Paraiba,state,microcephaly_fatal_under_investigation,BR0005,,,10,cases
2016-02-13,Brazil-Parana,state,microcephaly_fatal_under_investigation,BR0005,,,0,cases
2016-02-13,Brazil-Pernambuco,state,microcephaly_fatal_under_investigation,BR0005,,,16,cases
2016-02-13,Brazil-Piaui,state,microcephaly_fatal_under_investigation,BR0005,,,0,cases
2016-02-13,Brazil-Rio_Grande_do_Norte,state,microcephaly_fatal_under_investigation,BR0005,,,6,cases
2016-02-13,Brazil-Sergipe,state,microcephaly_fatal_under_investigation,BR0005,,,7,cases
2016-02-13,Brazil-Sao_Paulo,state,microcephaly_fatal_under_investigation,BR0005,,,2,cases
2016-02-13,Brazil-Acre,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-13,Brazil-Alagoas,state,microcephaly_fatal_confirmed,BR0006,,,2,cases
2016-02-13,Brazil-Bahia,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-13,Brazil-Ceara,state,microcephaly_fatal_confirmed,BR0006,,,9,cases
2016-02-13,Brazil-Goias,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-13,Brazil-Maranhao,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-13,Brazil-Mato_Grosso,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-13,Brazil-Minas_Gerais,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-13,Brazil-Paraiba,state,microcephaly_fatal_confirmed,BR0006,,,3,cases
2016-02-13,Brazil-Parana,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-13,Brazil-Pernambuco,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-13,Brazil-Piaui,state,microcephaly_fatal_confirmed,BR0006,,,3,cases
2016-02-13,Brazil-Rio_Grande_do_Norte,state,microcephaly_fatal_confirmed,BR0006,,,10,cases
2016-02-13,Brazil-Sergipe,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-13,Brazil-Sao_Paulo,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-13,Brazil-Acre,state,microcephaly_fatal_not,BR0007,,,0,cases
2016-02-13,Brazil-Alagoas,state,microcephaly_fatal_not,BR0007,,,0,cases
2016-02-13,Brazil-Bahia,state,microcephaly_fatal_not,BR0007,,,0,cases
2016-02-13,Brazil-Ceara,state,microcephaly_fatal_not,BR0007,,,0,cases
2016-02-13,Brazil-Goias,state,microcephaly_fatal_not,BR0007,,,1,cases
2016-02-13,Brazil-Maranhao,state,microcephaly_fatal_not,BR0007,,,0,cases
2016-02-13,Brazil-Mato_Grosso,state,microcephaly_fatal_not,BR0007,,,0,cases
2016-02-13,Brazil-Minas_Gerais,state,microcephaly_fatal_not,BR0007,,,2,cases
2016-02-13,Brazil-Paraiba,state,microcephaly_fatal_not,BR0007,,,1,cases
2016-02-13,Brazil-Parana,state,microcephaly_fatal_not,BR0007,,,2,cases
2016-02-13,Brazil-Pernambuco,state,microcephaly_fatal_not,BR0007,,,0,cases
2016-02-13,Brazil-Piaui,state,microcephaly_fatal_not,BR0007,,,3,cases
2016-02-13,Brazil-Rio_Grande_do_Norte,state,microcephaly_fatal_not,BR0007,,,0,cases
2016-02-13,Brazil-Sergipe,state,microcephaly_fatal_not,BR0007,,,0,cases
2016-02-13,Brazil-Sao_Paulo,state,microcephaly_fatal_not,BR0007,,,2,cases
2016-02-20,Brazil-Acre,state,microcephaly_confirmed,BR0002,,,0,cases
2016-02-20,Brazil-Alagoas,state,microcephaly_confirmed,BR0002,,,25,cases
2016-02-20,Brazil-Amapa,state,microcephaly_confirmed,BR0002,,,NA,cases
2016-02-20,Brazil-Amazonas,state,microcephaly_confirmed,BR0002,,,NA,cases
2016-02-20,Brazil-Bahia,state,microcephaly_confirmed,BR0002,,,120,cases
2016-02-20,Brazil-Ceara,state,microcephaly_confirmed,BR0002,,,33,cases
2016-02-20,Brazil-Distrito_Federal,state,microcephaly_confirmed,BR0002,,,0,cases
2016-02-20,Brazil-Espirito_Santo,state,microcephaly_confirmed,BR0002,,,3,cases
2016-02-20,Brazil-Goias,state,microcephaly_confirmed,BR0002,,,6,cases
2016-02-20,Brazil-Maranhao,state,microcephaly_confirmed,BR0002,,,14,cases
2016-02-20,Brazil-Mato_Grosso,state,microcephaly_confirmed,BR0002,,,0,cases
2016-02-20,Brazil-Mato_Grosso_do_Sul,state,microcephaly_confirmed,BR0002,,,1,cases
2016-02-20,Brazil-Minas_Gerais,state,microcephaly_confirmed,BR0002,,,0,cases
2016-02-20,Brazil-Para,state,microcephaly_confirmed,BR0002,,,1,cases
2016-02-20,Brazil-Paraiba,state,microcephaly_confirmed,BR0002,,,59,cases
2016-02-20,Brazil-Parana,state,microcephaly_confirmed,BR0002,,,0,cases
2016-02-20,Brazil-Pernambuco,state,microcephaly_confirmed,BR0002,,,209,cases
2016-02-20,Brazil-Piaui,state,microcephaly_confirmed,BR0002,,,32,cases
2016-02-20,Brazil-Rio_Grande_do_Norte,state,microcephaly_confirmed,BR0002,,,76,cases
2016-02-20,Brazil-Rio_Grande_do_Sul,state,microcephaly_confirmed,BR0002,,,1,cases
2016-02-20,Brazil-Rio_de_Janeiro,state,microcephaly_confirmed,BR0002,,,2,cases
2016-02-20,Brazil-Rondonia,state,microcephaly_confirmed,BR0002,,,1,cases
2016-02-20,Brazil-Roraima,state,microcephaly_confirmed,BR0002,,,0,cases
2016-02-20,Brazil-Santa_Catarina,state,microcephaly_confirmed,BR0002,,,0,cases
2016-02-20,Brazil-Sergipe,state,microcephaly_confirmed,BR0002,,,0,cases
2016-02-20,Brazil-Sao_Paulo,state,microcephaly_confirmed,BR0002,,,0,cases
2016-02-20,Brazil-Tocantins,state,microcephaly_confirmed,BR0002,,,0,cases
2016-02-20,Brazil-Acre,state,microcephaly_not,BR0003,,,0,cases
2016-02-20,Brazil-Alagoas,state,microcephaly_not,BR0003,,,85,cases
2016-02-20,Brazil-Amapa,state,microcephaly_not,BR0003,,,NA,cases
2016-02-20,Brazil-Amazonas,state,microcephaly_not,BR0003,,,NA,cases
2016-02-20,Brazil-Bahia,state,microcephaly_not,BR0003,,,73,cases
2016-02-20,Brazil-Ceara,state,microcephaly_not,BR0003,,,46,cases
2016-02-20,Brazil-Distrito_Federal,state,microcephaly_not,BR0003,,,19,cases
2016-02-20,Brazil-Espirito_Santo,state,microcephaly_not,BR0003,,,8,cases
2016-02-20,Brazil-Goias,state,microcephaly_not,BR0003,,,2,cases
2016-02-20,Brazil-Maranhao,state,microcephaly_not,BR0003,,,16,cases
2016-02-20,Brazil-Mato_Grosso,state,microcephaly_not,BR0003,,,50,cases
2016-02-20,Brazil-Mato_Grosso_do_Sul,state,microcephaly_not,BR0003,,,5,cases
2016-02-20,Brazil-Minas_Gerais,state,microcephaly_not,BR0003,,,38,cases
2016-02-20,Brazil-Para,state,microcephaly_not,BR0003,,,0,cases
2016-02-20,Brazil-Paraiba,state,microcephaly_not,BR0003,,,291,cases
2016-02-20,Brazil-Parana,state,microcephaly_not,BR0003,,,13,cases
2016-02-20,Brazil-Pernambuco,state,microcephaly_not,BR0003,,,204,cases
2016-02-20,Brazil-Piaui,state,microcephaly_not,BR0003,,,14,cases
2016-02-20,Brazil-Rio_Grande_do_Norte,state,microcephaly_not,BR0003,,,23,cases
2016-02-20,Brazil-Rio_Grande_do_Sul,state,microcephaly_not,BR0003,,,1,cases
2016-02-20,Brazil-Rio_de_Janeiro,state,microcephaly_not,BR0003,,,4,cases
2016-02-20,Brazil-Rondonia,state,microcephaly_not,BR0003,,,0,cases
2016-02-20,Brazil-Roraima,state,microcephaly_not,BR0003,,,0,cases
2016-02-20,Brazil-Santa_Catarina,state,microcephaly_not,BR0003,,,1,cases
2016-02-20,Brazil-Sergipe,state,microcephaly_not,BR0003,,,10,cases
2016-02-20,Brazil-Sao_Paulo,state,microcephaly_not,BR0003,,,30,cases
2016-02-20,Brazil-Tocantins,state,microcephaly_not,BR0003,,,17,cases
2016-02-20,Brazil-Acre,state,microcephaly_under_investigation,BR0001,,,26,cases
2016-02-20,Brazil-Alagoas,state,microcephaly_under_investigation,BR0001,,,102,cases
2016-02-20,Brazil-Amapa,state,microcephaly_under_investigation,BR0001,,,NA,cases
2016-02-20,Brazil-Amazonas,state,microcephaly_under_investigation,BR0001,,,NA,cases
2016-02-20,Brazil-Bahia,state,microcephaly_under_investigation,BR0001,,,582,cases
2016-02-20,Brazil-Ceara,state,microcephaly_under_investigation,BR0001,,,256,cases
2016-02-20,Brazil-Distrito_Federal,state,microcephaly_under_investigation,BR0001,,,5,cases
2016-02-20,Brazil-Espirito_Santo,state,microcephaly_under_investigation,BR0001,,,62,cases
2016-02-20,Brazil-Goias,state,microcephaly_under_investigation,BR0001,,,80,cases
2016-02-20,Brazil-Maranhao,state,microcephaly_under_investigation,BR0001,,,151,cases
2016-02-20,Brazil-Mato_Grosso,state,microcephaly_under_investigation,BR0001,,,123,cases
2016-02-20,Brazil-Mato_Grosso_do_Sul,state,microcephaly_under_investigation,BR0001,,,5,cases
2016-02-20,Brazil-Minas_Gerais,state,microcephaly_under_investigation,BR0001,,,27,cases
2016-02-20,Brazil-Para,state,microcephaly_under_investigation,BR0001,,,10,cases
2016-02-20,Brazil-Paraiba,state,microcephaly_under_investigation,BR0001,,,440,cases
2016-02-20,Brazil-Parana,state,microcephaly_under_investigation,BR0001,,,2,cases
2016-02-20,Brazil-Pernambuco,state,microcephaly_under_investigation,BR0001,,,1188,cases
2016-02-20,Brazil-Piaui,state,microcephaly_under_investigation,BR0001,,,81,cases
2016-02-20,Brazil-Rio_Grande_do_Norte,state,microcephaly_under_investigation,BR0001,,,275,cases
2016-02-20,Brazil-Rio_Grande_do_Sul,state,microcephaly_under_investigation,BR0001,,,29,cases
2016-02-20,Brazil-Rio_de_Janeiro,state,microcephaly_under_investigation,BR0001,,,250,cases
2016-02-20,Brazil-Rondonia,state,microcephaly_under_investigation,BR0001,,,10,cases
2016-02-20,Brazil-Roraima,state,microcephaly_under_investigation,BR0001,,,11,cases
2016-02-20,Brazil-Santa_Catarina,state,microcephaly_under_investigation,BR0001,,,0,cases
2016-02-20,Brazil-Sergipe,state,microcephaly_under_investigation,BR0001,,,178,cases
2016-02-20,Brazil-Sao_Paulo,state,microcephaly_under_investigation,BR0001,,,119,cases
2016-02-20,Brazil-Tocantins,state,microcephaly_under_investigation,BR0001,,,95,cases
2016-02-20,Brazil-Acre,state,municipality_microcephaly,BR0004,,,7,municipalities
2016-02-20,Brazil-Alagoas,state,municipality_microcephaly,BR0004,,,64,municipalities
2016-02-20,Brazil-Amapa,state,municipality_microcephaly,BR0004,,,NA,municipalities
2016-02-20,Brazil-Amazonas,state,municipality_microcephaly,BR0004,,,NA,municipalities
2016-02-20,Brazil-Bahia,state,municipality_microcephaly,BR0004,,,126,municipalities
2016-02-20,Brazil-Ceara,state,municipality_microcephaly,BR0004,,,77,municipalities
2016-02-20,Brazil-Distrito_Federal,state,municipality_microcephaly,BR0004,,,1,municipalities
2016-02-20,Brazil-Espirito_Santo,state,municipality_microcephaly,BR0004,,,20,municipalities
2016-02-20,Brazil-Goias,state,municipality_microcephaly,BR0004,,,20,municipalities
2016-02-20,Brazil-Maranhao,state,municipality_microcephaly,BR0004,,,65,municipalities
2016-02-20,Brazil-Mato_Grosso,state,municipality_microcephaly,BR0004,,,28,municipalities
2016-02-20,Brazil-Mato_Grosso_do_Sul,state,municipality_microcephaly,BR0004,,,7,municipalities
2016-02-20,Brazil-Minas_Gerais,state,municipality_microcephaly,BR0004,,,40,municipalities
2016-02-20,Brazil-Para,state,municipality_microcephaly,BR0004,,,10,municipalities
2016-02-20,Brazil-Paraiba,state,municipality_microcephaly,BR0004,,,124,municipalities
2016-02-20,Brazil-Parana,state,municipality_microcephaly,BR0004,,,9,municipalities
2016-02-20,Brazil-Pernambuco,state,municipality_microcephaly,BR0004,,,166,municipalities
2016-02-20,Brazil-Piaui,state,municipality_microcephaly,BR0004,,,51,municipalities
2016-02-20,Brazil-Rio_Grande_do_Norte,state,municipality_microcephaly,BR0004,,,75,municipalities
2016-02-20,Brazil-Rio_Grande_do_Sul,state,municipality_microcephaly,BR0004,,,21,municipalities
2016-02-20,Brazil-Rio_de_Janeiro,state,municipality_microcephaly,BR0004,,,34,municipalities
2016-02-20,Brazil-Rondonia,state,municipality_microcephaly,BR0004,,,5,municipalities
2016-02-20,Brazil-Roraima,state,municipality_microcephaly,BR0004,,,3,municipalities
2016-02-20,Brazil-Santa_Catarina,state,municipality_microcephaly,BR0004,,,1,municipalities
2016-02-20,Brazil-Sergipe,state,municipality_microcephaly,BR0004,,,49,municipalities
2016-02-20,Brazil-Sao_Paulo,state,municipality_microcephaly,BR0004,,,55,municipalities
2016-02-20,Brazil-Tocantins,state,municipality_microcephaly,BR0004,,,43,municipalities
2016-02-20,Brazil-Acre,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Alagoas,state,municipality_microcephaly_suspected,BR0008,,,14,municipalities
2016-02-20,Brazil-Amapa,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Amazonas,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Bahia,state,municipality_microcephaly_suspected,BR0008,,,32,municipalities
2016-02-20,Brazil-Ceara,state,municipality_microcephaly_suspected,BR0008,,,18,municipalities
2016-02-20,Brazil-Distrito_Federal,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Espirito_Santo,state,municipality_microcephaly_suspected,BR0008,,,3,municipalities
2016-02-20,Brazil-Goias,state,municipality_microcephaly_suspected,BR0008,,,5,municipalities
2016-02-20,Brazil-Maranhao,state,municipality_microcephaly_suspected,BR0008,,,8,municipalities
2016-02-20,Brazil-Mato_Grosso,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Mato_Grosso_do_Sul,state,municipality_microcephaly_suspected,BR0008,,,1,municipalities
2016-02-20,Brazil-Minas_Gerais,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Para,state,municipality_microcephaly_suspected,BR0008,,,1,municipalities
2016-02-20,Brazil-Paraiba,state,municipality_microcephaly_suspected,BR0008,,,28,municipalities
2016-02-20,Brazil-Parana,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Pernambuco,state,municipality_microcephaly_suspected,BR0008,,,76,municipalities
2016-02-20,Brazil-Piaui,state,municipality_microcephaly_suspected,BR0008,,,9,municipalities
2016-02-20,Brazil-Rio_Grande_do_Norte,state,municipality_microcephaly_suspected,BR0008,,,36,municipalities
2016-02-20,Brazil-Rio_Grande_do_Sul,state,municipality_microcephaly_suspected,BR0008,,,1,municipalities
2016-02-20,Brazil-Rio_de_Janeiro,state,municipality_microcephaly_suspected,BR0008,,,2,municipalities
2016-02-20,Brazil-Rondonia,state,municipality_microcephaly_suspected,BR0008,,,1,municipalities
2016-02-20,Brazil-Roraima,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Santa_Catarina,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Sergipe,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Sao_Paulo,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Tocantins,state,municipality_microcephaly_suspected,BR0008,,,NA,municipalities
2016-02-20,Brazil-Acre,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-20,Brazil-Alagoas,state,microcephaly_fatal_confirmed,BR0006,,,2,cases
2016-02-20,Brazil-Bahia,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-20,Brazil-Ceara,state,microcephaly_fatal_confirmed,BR0006,,,10,cases
2016-02-20,Brazil-Goias,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-20,Brazil-Maranhao,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-20,Brazil-Mato_Grosso,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-20,Brazil-Minas_Gerais,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-20,Brazil-Paraiba,state,microcephaly_fatal_confirmed,BR0006,,,5,cases
2016-02-20,Brazil-Parana,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-20,Brazil-Pernambuco,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-20,Brazil-Piaui,state,microcephaly_fatal_confirmed,BR0006,,,3,cases
2016-02-20,Brazil-Rio_Grande_do_Norte,state,microcephaly_fatal_confirmed,BR0006,,,10,cases
2016-02-20,Brazil-Sergipe,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-20,Brazil-Sao_Paulo,state,microcephaly_fatal_confirmed,BR0006,,,0,cases
2016-02-20,Brazil-Acre,state,microcephaly_fatal_under_investigation,BR0005,,,1,cases
2016-02-20,Brazil-Alagoas,state,microcephaly_fatal_under_investigation,BR0005,,,2,cases
2016-02-20,Brazil-Bahia,state,microcephaly_fatal_under_investigation,BR0005,,,15,cases
2016-02-20,Brazil-Ceara,state,microcephaly_fatal_under_investigation,BR0005,,,9,cases
2016-02-20,Brazil-Goias,state,microcephaly_fatal_under_investigation,BR0005,,,2,cases
2016-02-20,Brazil-Maranhao,state,microcephaly_fatal_under_investigation,BR0005,,,2,cases
2016-02-20,Brazil-Mato_Grosso,state,microcephaly_fatal_under_investigation,BR0005,,,3,cases
2016-02-20,Brazil-Minas_Gerais,state,microcephaly_fatal_under_investigation,BR0005,,,0,cases
2016-02-20,Brazil-Paraiba,state,microcephaly_fatal_under_investigation,BR0005,,,12,cases
2016-02-20,Brazil-Parana,state,microcephaly_fatal_under_investigation,BR0005,,,0,cases
2016-02-20,Brazil-Pernambuco,state,microcephaly_fatal_under_investigation,BR0005,,,18,cases
2016-02-20,Brazil-Piaui,state,microcephaly_fatal_under_investigation,BR0005,,,0,cases
2016-02-20,Brazil-Rio_Grande_do_Norte,state,microcephaly_fatal_under_investigation,BR0005,,,6,cases
2016-02-20,Brazil-Sergipe,state,microcephaly_fatal_under_investigation,BR0005,,,8,cases
2016-02-20,Brazil-Sao_Paulo,state,microcephaly_fatal_under_investigation,BR0005,,,2,cases
2016-02-20,Brazil-Acre,state,microcephaly_fatal_not,BR0007,,,0,cases
2016-02-20,Brazil-Alagoas,state,microcephaly_fatal_not,BR0007,,,0,cases
