"report_date,""location"",""location_type"",""data_field"",""data_field_code"",""time_period"",""time_period_type"",""value"",""unit"""
"2016-06-11,""Guatemala"",""country"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,304,""cases"""
"2016-06-11,""Guatemala-Quetzaltenango"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,28,""cases"""
"2016-06-11,""Guatemala-Santa_Rosa"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,27,""cases"""
"2016-06-11,""Guatemala-Zacapa"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,19,""cases"""
"2016-06-11,""Guatemala-Suchitepequez"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,47,""cases"""
"2016-06-11,""Guatemala-Chiquimula"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,22,""cases"""
"2016-06-11,""Guatemala-Escuintla"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,16,""cases"""
"2016-06-11,""Guatemala-Jalapa"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,8,""cases"""
"2016-06-11,""Guatemala-Jutiapa"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,13,""cases"""
"2016-06-11,""Guatemala-San_Marcos"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,30,""cases"""
"2016-06-11,""Guatemala-Retalhuleu"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,13,""cases"""
"2016-06-11,""Guatemala-Izabal"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,1,""cases"""
"2016-06-11,""Guatemala-Central"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,20,""cases"""
"2016-06-11,""Guatemala-El_Progreso"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,4,""cases"""
"2016-06-11,""Guatemala-Peten_Sur_Oriental"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,2,""cases"""
"2016-06-11,""Guatemala-Nor_Oriente"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,6,""cases"""
"2016-06-11,""Guatemala-Peten_Norte"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,4,""cases"""
"2016-06-11,""Guatemala-Sur"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,10,""cases"""
"2016-06-11,""Guatemala-Nor_Occidente"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,3,""cases"""
"2016-06-11,""Guatemala-El_Quiche"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,7,""cases"""
"2016-06-11,""Guatemala-Peten_Sur_Occidental"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,4,""cases"""
"2016-06-11,""Guatemala-Huehuetenango"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,0,""cases"""
"2016-06-11,""Guatemala-Chimaltenango"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,0,""cases"""
"2016-06-11,""Guatemala-Baja_Verapaz"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,8,""cases"""
"2016-06-11,""Guatemala-Ixcan"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,4,""cases"""
"2016-06-11,""Guatemala-Alta_Verapaz"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,6,""cases"""
"2016-06-11,""Guatemala-Sacatepequez"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,3,""cases"""
"2016-06-11,""Guatemala-Solola"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,0,""cases"""
"2016-06-11,""Guatemala-Ixil"",""municipality"",""total_zika_confirmed_cumulative"",""GT0008"",NA,NA,1,""cases"""
"2016-06-11,""Guatemala"",""country"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,85,""cases"""
"2016-06-11,""Guatemala-Suchitepequez"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,14,""cases"""
"2016-06-11,""Guatemala-Quetzaltenango"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,11,""cases"""
"2016-06-11,""Guatemala-Zacapa"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,8,""cases"""
"2016-06-11,""Guatemala-Central"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,6,""cases"""
"2016-06-11,""Guatemala-Baja_Verapaz"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,7,""cases"""
"2016-06-11,""Guatemala-Escuintla"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,2,""cases"""
"2016-06-11,""Guatemala-Santa_Rosa"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,9,""cases"""
"2016-06-11,""Guatemala-Sur"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,3,""cases"""
"2016-06-11,""Guatemala-Jutiapa"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,3,""cases"""
"2016-06-11,""Guatemala-San_Marcos"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,4,""cases"""
"2016-06-11,""Guatemala-El_Progreso"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,3,""cases"""
"2016-06-11,""Guatemala-Chiquimula"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,3,""cases"""
"2016-06-11,""Guatemala-Sacatepequez"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,1,""cases"""
"2016-06-11,""Guatemala-Peten_Norte"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,2,""cases"""
"2016-06-11,""Guatemala-Retalhuleu"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,4,""cases"""
"2016-06-11,""Guatemala-Alta_Verapaz"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,1,""cases"""
"2016-06-11,""Guatemala-Nor_Oriente"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,2,""cases"""
"2016-06-11,""Guatemala-Huehuetenango"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,0,""cases"""
"2016-06-11,""Guatemala-El_Quiche"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,0,""cases"""
"2016-06-11,""Guatemala-Nor_Occidente"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,1,""cases"""
"2016-06-11,""Guatemala-Peten_Sur_Occidental"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,1,""cases"""
"2016-06-11,""Guatemala-Ixcan"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,0,""cases"""
"2016-06-11,""Guatemala-Jalapa"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,0,""cases"""
"2016-06-11,""Guatemala-Solola"",""municipality"",""total_zika_confirmed_pregnant_cumulative"",""GT0010"",NA,NA,0,""cases"""
"2016-06-11,""Guatemala"",""country"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,246,""cases"""
"2016-06-11,""Guatemala-Suchitepequez"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,34,""cases"""
"2016-06-11,""Guatemala-Quetzaltenango"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,27,""cases"""
"2016-06-11,""Guatemala-Zacapa"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,21,""cases"""
"2016-06-11,""Guatemala-Central"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,20,""cases"""
"2016-06-11,""Guatemala-Baja_Verapaz"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,19,""cases"""
"2016-06-11,""Guatemala-Escuintla"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,19,""cases"""
"2016-06-11,""Guatemala-Santa_Rosa"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,17,""cases"""
"2016-06-11,""Guatemala-Sur"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,10,""cases"""
"2016-06-11,""Guatemala-Jutiapa"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,10,""cases"""
"2016-06-11,""Guatemala-San_Marcos"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,9,""cases"""
"2016-06-11,""Guatemala-El_Progreso"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,8,""cases"""
"2016-06-11,""Guatemala-Chiquimula"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,7,""cases"""
"2016-06-11,""Guatemala-Sacatepequez"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,7,""cases"""
"2016-06-11,""Guatemala-Peten_Norte"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,6,""cases"""
"2016-06-11,""Guatemala-Retalhuleu"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,6,""cases"""
"2016-06-11,""Guatemala-Alta_Verapaz"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,4,""cases"""
"2016-06-11,""Guatemala-Nor_Oriente"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,4,""cases"""
"2016-06-11,""Guatemala-Huehuetenango"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,4,""cases"""
"2016-06-11,""Guatemala-El_Quiche"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,4,""cases"""
"2016-06-11,""Guatemala-Nor_Occidente"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,3,""cases"""
"2016-06-11,""Guatemala-Peten_Sur_Occidental"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,3,""cases"""
"2016-06-11,""Guatemala-Ixcan"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,2,""cases"""
"2016-06-11,""Guatemala-Jalapa"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,1,""cases"""
"2016-06-11,""Guatemala-Solola"",""municipality"",""total_zika_suspected_pregnant_cumulative"",""GT0009"",NA,NA,1,""cases"""
